domain,salePriceUsd,saleDate,venue,tld,category,wordCount,charLength,year,sourceSection,source
AV.ca,15200,6/21/23,ExcellentDomains.ca,.ca,short,1,2,2023,cctld,DNJournal
CEO.co,15000,12/6/23,Sedo,.co,short,1,3,2023,cctld,DNJournal
Bourbon.vc,15000,9/27/23,MrPremium.com,.vc,brand,1,7,2023,cctld,DNJournal
Web3.tv,15000,8/16/23,SecretBrokerage/ CryptoExchange,.tv,crypto,1,4,2023,cctld,DNJournal
Nimbus.co,15000,5/3/23,Sedo,.co,brand,1,6,2023,cctld,DNJournal
BDE.co,15000,4/14/23,MagnumDomains,.co,short,1,3,2023,cctld,DNJournal
Cont.eu,14980,11/8/23,Sedo,.eu,short,1,4,2023,cctld,DNJournal
PCU.ca,14500,10/11/23,UnicDomains/Afternic,.ca,short,1,3,2023,cctld,DNJournal
Replay.com.au,14454,2/15/23,Above.com,.com.au,brand,1,6,2023,cctld,DNJournal
Lucky.me,14445,3/15/23,Sedo,.me,brand,1,5,2023,cctld,DNJournal
Hapjes.nl,14257,9/27/23,Sedo,.nl,brand,1,6,2023,cctld,DNJournal
BLT.de,14190,5/3/23,Sedo,.de,short,1,3,2023,cctld,DNJournal
Blokhutten.nl,14170,8/2/23,BusinessForSale.eu,.nl,brand,1,10,2023,cctld,DNJournal
OLE.de,13898,7/2/23,Sedo,.de,short,1,3,2023,cctld,DNJournal
TherapieLiege.de,13625,8/16/23,Sedo,.de,brand,2,13,2023,cctld,DNJournal
Goat.fi,13529,12/20/23,Sedo,.fi,short,1,4,2023,cctld,DNJournal
Better.io,13500,1/18/23,Sedo,.io,finance,1,6,2023,cctld,DNJournal
Kolobezky.sk,13080,8/2/23,Sedo,.sk,brand,1,9,2023,cctld,DNJournal
Service.eu,12960,3/29/23,Sedo,.eu,brand,1,7,2023,cctld,DNJournal
Termine.ch,12960,1/18/23,Sedo,.ch,brand,1,7,2023,cctld,DNJournal
WTM.de,12958,8/30/23,Sedo,.de,short,1,3,2023,cctld,DNJournal
Dominion.fr,12840,9/13/23,Sedo,.fr,tech,1,8,2023,cctld,DNJournal
Ipad.nl,12720,10/25/23,BusinessForSale.eu,.nl,short,1,4,2023,cctld,DNJournal
Bump.co.uk,12700,12/20/23,Sedo,.co.uk,short,1,4,2023,cctld,DNJournal
Linda.co,12700,8/2/23,Sedo,.co,brand,1,5,2023,cctld,DNJournal
Via.eu,12300,11/8/23,Sedo,.eu,short,1,3,2023,cctld,DNJournal
BitcoinETF.org,49999,9/13/23,Sedo,.org,brand,2,10,2023,non_com_gtld,DNJournal
Earlybird.xyz,49499,3/15/23,Swetha.xyz,.xyz,brand,1,9,2023,non_com_gtld,DNJournal
H.vip,40000,12/6/23,Afternic,.vip,short,1,1,2023,non_com_gtld,DNJournal
P.vip,40000,11/22/23,Afternic,.vip,short,1,1,2023,non_com_gtld,DNJournal
Copilot.xyz,38599,11/8/23,DAN,.xyz,brand,1,7,2023,non_com_gtld,DNJournal
Fitness.club,35000,12/6/23,Afternic,.club,brand,1,7,2023,non_com_gtld,DNJournal
Abode.org,35000,5/3/23,Sedo,.org,brand,1,5,2023,non_com_gtld,DNJournal
J.vip,34500,11/8/23,Afternic,.vip,short,1,1,2023,non_com_gtld,DNJournal
Apprenticeships.org,33000,7/2/23,Sedo,.org,tech,1,15,2023,non_com_gtld,DNJournal
MentalHealthCenter.org,31500,6/8/23,GoDaddy,.org,health,3,18,2023,non_com_gtld,DNJournal
R.vip,30000,10/11/23,Afternic,.vip,short,1,1,2023,non_com_gtld,DNJournal
Cloak.net,29988,3/1/23,LegalBrandMarketing/ Sedo,.net,brand,1,5,2023,non_com_gtld,DNJournal
Ten.xyz,29888,1/10/23,Sedo,.xyz,short,1,3,2023,non_com_gtld,DNJournal
HyperChain.org,29888,5/3/23,Sedo,.org,ai,2,10,2023,non_com_gtld,DNJournal
Cmder.net,28500,8/30/23,GoDaddy,.net,brand,1,5,2023,non_com_gtld,DNJournal
N.vip,28000,10/25/23,Afternic,.vip,short,1,1,2023,non_com_gtld,DNJournal
CasinoApps.net,27500,1/18/23,Sedo,.net,finance,2,10,2023,non_com_gtld,DNJournal
DMER.org,25600,3/15/23,NameJet,.org,short,1,4,2023,non_com_gtld,DNJournal
Vertex.net,25000,1/10/24,LegalBrandMarketing,.net,brand,1,6,2023,non_com_gtld,DNJournal
Business.law,24999,12/6/23,Afternic,.law,brand,1,8,2023,non_com_gtld,DNJournal
Alva.xyz,24988,11/8/23,DAN,.xyz,short,1,4,2023,non_com_gtld,DNJournal
Osiris.net,23500,6/21/23,Michael Law,.net,brand,1,6,2023,non_com_gtld,DNJournal
CenterWest.org,23350,8/30/23,GoDaddy,.org,brand,2,10,2023,non_com_gtld,DNJournal
Woerterbuch.info,22890,8/30/23,Sedo,.info,brand,1,11,2023,non_com_gtld,DNJournal
Paper.cloud,21888,3/1/23,Sedo,.cloud,brand,1,5,2023,non_com_gtld,DNJournal
SLS.guru,20000,11/22/23,Sedo,.guru,short,1,3,2023,non_com_gtld,DNJournal
Cantina.xyz,20000,3/1/223,Sedo,.xyz,brand,1,7,2023,non_com_gtld,DNJournal
Insurance.law,19999,12/6/23,Afternic,.law,brand,1,9,2023,non_com_gtld,DNJournal
Unnamed.xyz,19888,3/29/23,Swetha.xyz,.xyz,brand,1,7,2023,non_com_gtld,DNJournal
Omni.network,19800,4/14/23,Sedo,.network,short,1,4,2023,non_com_gtld,DNJournal
Riyadh.net,18000,2/15/23,Sedo,.net,brand,1,6,2023,non_com_gtld,DNJournal
Play.xyz,17770,6/7/23,Dynadot,.xyz,short,1,4,2023,non_com_gtld,DNJournal
Augment.org,17500,3/29/23,Sedo,.org,brand,1,7,2023,non_com_gtld,DNJournal
Segura.net,16500,5/3/23,Sedo,.net,brand,1,6,2023,non_com_gtld,DNJournal
BinSearch.info,16350,1/10/24,Sedo,.info,brand,2,9,2023,non_com_gtld,DNJournal
Fitness.org,16050,9/13/23,Sedo,.org,brand,1,7,2023,non_com_gtld,DNJournal
HigherEducation.org,16000,11/22/23,SnapNames,.org,tech,2,15,2023,non_com_gtld,DNJournal
CelebrateAmerica.org,15750,3/29/23,Sedo,.org,brand,2,16,2023,non_com_gtld,DNJournal
Digital.digital,15500,6/8/23,Dynadot,.digital,tech,1,7,2023,non_com_gtld,DNJournal
Sport.social,15012,3/29/23,Sedo,.social,brand,1,5,2023,non_com_gtld,DNJournal
AI.tube,15000,5/3/23,Sedo,.tube,ai,1,2,2023,non_com_gtld,DNJournal
56.org,15000,3/29/23,Sedo,.org,short,1,2,2023,non_com_gtld,DNJournal
GMS.net,14999,12/20/23,Sedo,.net,short,1,3,2023,non_com_gtld,DNJournal
LN.law,14999,11/8/23,Afternic,.law,short,1,2,2023,non_com_gtld,DNJournal
HF.law,14999,10/25/23,Afternic,.law,short,1,2,2023,non_com_gtld,DNJournal
Psyop.org,14888,6/8/23,NamePull/Afternic,.org,brand,1,5,2023,non_com_gtld,DNJournal
NPC.app,14482,10/25/23,DNTop/DAN.com,.app,ai,1,3,2023,non_com_gtld,DNJournal
LGBT.net,13490,8/16/23,Sedo,.net,short,1,4,2023,non_com_gtld,DNJournal
OM.global,13000,3/1/23,Sedo,.global,short,1,2,2023,non_com_gtld,DNJournal
AmericanPainSociety.org,12701,1/18/23,NameJet,.org,ai,3,19,2023,non_com_gtld,DNJournal
Era.app,12582,5/17/23,Sedo,.app,short,1,3,2023,non_com_gtld,DNJournal
Disability.law,12500,11/22/23,Afternic,.law,brand,1,10,2023,non_com_gtld,DNJournal
Craft.pro,12500,5/3/23,Sedo,.pro,brand,1,5,2023,non_com_gtld,DNJournal
OTW.org,12500,2/15/23,Sedo,.org,short,1,3,2023,non_com_gtld,DNJournal
Fairplay.online,12000,2/1/23,Pvt Sale,.online,ai,1,8,2023,non_com_gtld,DNJournal
NFTAuditor.org,11685,2/1/23,Sedo,.org,crypto,1,10,2023,non_com_gtld,DNJournal
SparkProgram.org,11550,12/20/23,GoDaddy,.org,brand,2,12,2023,non_com_gtld,DNJournal
Vivo.bet,11000,5/3/23,Sedo,.bet,short,1,4,2023,non_com_gtld,DNJournal
Concept.art,10800,3/1/23,Google Domains,.art,brand,1,7,2023,non_com_gtld,DNJournal
Jack.art,10800,3/1/23,Google Domains,.art,short,1,4,2023,non_com_gtld,DNJournal
360.shop,10800,2/15/23,Sedo,.shop,short,1,3,2023,non_com_gtld,DNJournal
HFRP.org,10600,11/22/23,NameJet,.org,short,1,4,2023,non_com_gtld,DNJournal
Paradigm.org,10588,11/22/23,NameJet,.org,brand,1,8,2023,non_com_gtld,DNJournal
Recombinant.org,10535,9/27/23,Buzzoo/GoDaddy Brokerage,.org,brand,1,11,2023,non_com_gtld,DNJournal
ICRA.org,10249,6/8/23,SnapNames,.org,short,1,4,2023,non_com_gtld,DNJournal
Recall.org,10249,5/17/23,NameJet,.org,brand,1,6,2023,non_com_gtld,DNJournal
HT.net,10100,4/14/23,Sedo,.net,short,1,2,2023,non_com_gtld,DNJournal
Wealth.net,10000,8/16/23,Sedo,.net,brand,1,6,2023,non_com_gtld,DNJournal
Wow.art,10000,7/26/23,Get.art,.art,short,1,3,2023,non_com_gtld,DNJournal
Scriptures.org,10000,7/2/23,Sedo,.org,brand,1,10,2023,non_com_gtld,DNJournal
Ordinal.market,10000,5/3/23,Sedo,.market,brand,1,7,2023,non_com_gtld,DNJournal
MyChoice.org,10000,2/15/23,Sedo,.org,brand,2,8,2023,non_com_gtld,DNJournal
Ordinals.market,10000,2/15/23,Sedo,.market,brand,1,8,2023,non_com_gtld,DNJournal
VN.vip,9999,12/6/23,Afternic,.vip,short,1,2,2023,non_com_gtld,DNJournal
IndyPress.org,9950,8/30/23,GoDaddy,.org,brand,2,9,2023,non_com_gtld,DNJournal
Audio.net,9900,7/26/23,Sedo,.net,tech,1,5,2023,non_com_gtld,DNJournal
Phoenix.trade,9888,5/3/23,Sedo,.trade,brand,1,7,2023,non_com_gtld,DNJournal
Okapi.xyz,9888,2/15/23,Sedo,.xyz,brand,1,5,2023,non_com_gtld,DNJournal
GMSH.org,9810,2/1/23,Sedo,.org,short,1,4,2023,non_com_gtld,DNJournal
ReligiousTolerance.org,9805,5/17/23,NameJet,.org,tech,2,18,2023,non_com_gtld,DNJournal
Hima.xyz,9800,11/22/23,Sedo,.xyz,short,1,4,2023,non_com_gtld,DNJournal
FWT.org,9800,1/18/23,Sedo,.org,short,1,3,2023,non_com_gtld,DNJournal
Delo.org,9540,2/15/23,Dynadot,.org,short,1,4,2023,non_com_gtld,DNJournal
Push.bike,9500,3/1/23,Sedo,.bike,short,1,4,2023,non_com_gtld,DNJournal
Liftoff.xyz,9500,2/15/23,Sedo,.xyz,brand,1,7,2023,non_com_gtld,DNJournal
Flexa.xyz,8950,3/15/23,Sedo,.xyz,brand,1,5,2023,non_com_gtld,DNJournal
Profit.link,8900,5/3/23,Sedo,.link,brand,1,6,2023,non_com_gtld,DNJournal
ChatGPT.net,8900,2/1/23,Domain Buy App,.net,ai,2,7,2023,non_com_gtld,DNJournal
