domain,salePriceUsd,saleDate,venue,tld,category,wordCount,charLength,year,sourceSection,source
Blunt.com,175000,9/9/22,HQBrokerage,.com,brand,1,5,2022,all_extensions,DNJournal
Rake.com,175000,9/9/22,SecretBrokerage/ CryptoExchange,.com,short,1,4,2022,all_extensions,DNJournal
Vacanze.it,170000,9/9/22,WebInvest.it,.it,travel,1,7,2022,all_extensions,DNJournal
Termin.de,159000,4/27/22,Sedo,.de,brand,1,6,2022,all_extensions,DNJournal
TechnologyHoldings.com,150000,7/6/20,DomainMarket,.com,tech,2,18,2022,all_extensions,DNJournal
Gian.com,150000,6/8/22,Sedo,.com,short,1,4,2022,all_extensions,DNJournal
LawyersNearMe.com,140409,6/8/22,Afternic,.com,legal,3,13,2022,all_extensions,DNJournal
iSign.com,140000,2/16/22,Sedo,.com,brand,2,5,2022,all_extensions,DNJournal
EV.fr,128400,12/14/22,Sedo,.fr,short,1,2,2022,all_extensions,DNJournal
Elmer.com,125000,4/11/22,LegalBrandMarketing,.com,brand,1,5,2022,all_extensions,DNJournal
Proton.org,125000,3/30/22,Sedo,.org,brand,1,6,2022,all_extensions,DNJournal
CryptoUniversity.com,125000,1/19/22,Foundation Domains/ Afternic,.com,crypto,2,16,2022,all_extensions,DNJournal
MyHome.com,120322,1/12/23,Pvt Sale,.com,brand,2,6,2022,all_extensions,DNJournal
Sino.xyz,119911,10/19/22,Swetha.xyz,.xyz,short,1,4,2022,all_extensions,DNJournal
Alberghi.it,117700,12/14/22,WebInvest.it,.it,brand,1,8,2022,all_extensions,DNJournal
Mixed.com,115000,6/22/22,Sedo,.com,brand,1,5,2022,all_extensions,DNJournal
Betify.com,110000,9/9/22,Sedo,.com,finance,1,6,2022,all_extensions,DNJournal
Wrap.xyz,110000,4/27/22,Swetha.xyz,.xyz,short,1,4,2022,all_extensions,DNJournal
Gaming.io,105000,8/17/22,DomainBooth,.io,brand,1,6,2022,all_extensions,DNJournal
Capital.xyz,105000,3/30/22,DomainHacks dba Nam.es,.xyz,finance,1,7,2022,all_extensions,DNJournal
Profile.xyz,104000,4/27/22,DAN.com,.xyz,brand,1,7,2022,all_extensions,DNJournal
SportsBet.xyz,103910,5/25/22,Swetha.xyz,.xyz,finance,2,9,2022,all_extensions,DNJournal
PutLoker.com,102499,12/28/22,SnapNames,.com,brand,2,8,2022,all_extensions,DNJournal
Auto.ae,101000,6/22/22,Sedo,.ae,short,1,4,2022,all_extensions,DNJournal
WordPlay.com,100000,2/16/22,Sedo,.com,brand,2,8,2022,all_extensions,DNJournal
Mannequin.com,100000,1/19/22,Manish Lunja,.com,brand,1,9,2022,all_extensions,DNJournal
Drive.us,99999,3/2/22,Keith Trost/Afternic,.us,brand,1,5,2022,all_extensions,DNJournal
Hot.co.uk,99500,9/9/22,SecretBrokerage/ CryptoExchange,.co.uk,short,1,3,2022,all_extensions,DNJournal
M2.com,96800,8/17/22,Sedo,.com,short,1,2,2022,all_extensions,DNJournal
Sports.gg,96000,11/3/22,Media Code LLC,.gg,brand,1,6,2022,all_extensions,DNJournal
Brasil.com,92250,2/2/22,Sedo,.com,geo,1,6,2022,all_extensions,DNJournal
KnowledgeBase.com,90000,6/22/22,Sedo,.com,education,2,13,2022,all_extensions,DNJournal
Mountain.io,90000,3/30/22,Afternic,.io,ai,1,8,2022,all_extensions,DNJournal
Curable.com,90000,2/2/22,LegalBrandMarketing,.com,health,1,7,2022,all_extensions,DNJournal
7Bet.com,86625,7/20/22,Andy.co.uk/DAN,.com,finance,1,4,2022,all_extensions,DNJournal
BestCrypto.com,85000,3/16/22,Elad Nof,.com,crypto,2,10,2022,all_extensions,DNJournal
AirOps.com,85000,2/16/22,DomainMarket,.com,ai,2,6,2022,all_extensions,DNJournal
Fiduciary.com,84999,10/19/22,NameJet,.com,brand,1,9,2022,all_extensions,DNJournal
VIPs.com,83500,1/19/22,NameJet,.com,short,1,4,2022,all_extensions,DNJournal
IT.TV,83160,8/3/22,Dan.com,.tv,short,1,2,2022,all_extensions,DNJournal
Teamo.com,80500,1/12/23,Sedo,.com,brand,1,5,2022,all_extensions,DNJournal
Stuff.it,80466,8/3/22,Sedo,.it,brand,1,5,2022,all_extensions,DNJournal
Onda.com,80000,7/6/22,Sedo,.com,short,1,4,2022,all_extensions,DNJournal
Bolt.xyz,79888,1/19/22,Swetha.xyz,.xyz,short,1,4,2022,all_extensions,DNJournal
Bling.io,79444,12/14/22,Efty,.io,brand,1,5,2022,all_extensions,DNJournal
Virtua.com,78000,7/6/22,Sedo,.com,brand,1,6,2022,all_extensions,DNJournal
Giveaways.com,78000,1/19/22,Sedo,.com,commerce,1,9,2022,all_extensions,DNJournal
NUE.com,75500,1/19/22,NameJet,.com,short,1,3,2022,all_extensions,DNJournal
Afloat.com,75000,8/3/22,Sedo,.com,brand,1,6,2022,all_extensions,DNJournal
Raven.io,75000,8/3/22,LegalBrandMarketing,.io,brand,1,5,2022,all_extensions,DNJournal
NFTAuction.com,75000,2/16/22,GoDaddy,.com,crypto,1,10,2022,all_extensions,DNJournal
SMKT.com,75000,1/19/22,AbdulBasit/Afternic,.com,short,1,4,2022,all_extensions,DNJournal
Pixels.xyz,74980,6/8/22,Swetha.xyz,.xyz,brand,1,6,2022,all_extensions,DNJournal
Fincas.com,74250,10/19/22,Sedo,.com,brand,1,6,2022,all_extensions,DNJournal
LOWD.com,70000,3/16/22,NamePerfect,.com,short,1,4,2022,all_extensions,DNJournal
Momentum.xyz,69888,2/2/22,Swetha.xyz,.xyz,brand,1,8,2022,all_extensions,DNJournal
WV.de,68400,2/16/22,Sedo,.de,short,1,2,2022,all_extensions,DNJournal
BeeCapital.com,68000,3/16/22,Sedo,.com,finance,2,10,2022,all_extensions,DNJournal
TouchWallet.com,65000,10/19/22,Nof Investments,.com,crypto,2,11,2022,all_extensions,DNJournal
Dropped.com,65000,10/5/22,LegalBrandMarketing,.com,brand,1,7,2022,all_extensions,DNJournal
Rattlesnake.com,65000,8/17/22,Booth.com,.com,brand,1,11,2022,all_extensions,DNJournal
Agentive.com,65000,7/6/22,LegalBrandMarketing,.com,ai,1,8,2022,all_extensions,DNJournal
Maga.com,65000,7/6/22,Sedo,.com,short,1,4,2022,all_extensions,DNJournal
Drive.us,99999,3/16/22,Keith Trost/ Afternic,.us,brand,1,5,2022,cctld,DNJournal
TEZ.in,62744,11/30/22,Hit Media/Sedo,.in,short,1,3,2022,cctld,DNJournal
NFT.mn,60000,6/22/22,DomainTheory/ Dan.com,.mn,crypto,1,3,2022,cctld,DNJournal
Seal.io,60000,3/30/22,Efty,.io,short,1,4,2022,cctld,DNJournal
J.et,60000,3/2/22,Edoms.com/ DomainHacks,.et,short,1,1,2022,cctld,DNJournal
Q.to,57500,2/2/22,Sedo,.to,short,1,1,2022,cctld,DNJournal
Electra.co,50000,4/11/22,AbdulBasit/Afternic,.co,brand,1,7,2022,cctld,DNJournal
Assistant.io,50000,3/30/22,Garage.ist,.io,brand,1,9,2022,cctld,DNJournal
Germany.tv,50000,3/2/22,Uniregistry,.tv,geo,1,7,2022,cctld,DNJournal
Mode.io,50000,2/16/22,Sedo,.io,short,1,4,2022,cctld,DNJournal
MA.ca,46856,9/21/22,ExcellentDomains.ca,.ca,short,1,2,2022,cctld,DNJournal
Jogos.com.br,42500,4/11/22,Sedo,.com.br,brand,1,5,2022,cctld,DNJournal
Krypto.de,40341,2/2/22,Sedo,.de,brand,1,6,2022,cctld,DNJournal
Decisions.io,39099,2/19/25,Brands.io,.io,tech,1,9,2022,cctld,DNJournal
IT.cm,38500,6/22/22,Pvt Sale,.cm,short,1,2,2022,cctld,DNJournal
ITJobs.mx,35000,7/6/22,Sedo,.mx,brand,1,6,2022,cctld,DNJournal
Testimonial.io,35000,7/6/22,SquadHellp,.io,brand,1,11,2022,cctld,DNJournal
Noah.me,35000,5/25/22,Booth.com,.me,short,1,4,2022,cctld,DNJournal
Recognize.io,35000,2/2/22,LegalBrandMarketing,.io,brand,1,9,2022,cctld,DNJournal
BU.lu,33660,8/3/22,Sedo,.lu,short,1,2,2022,cctld,DNJournal
Games.de,33600,3/30/22,Sedo,.de,brand,1,5,2022,cctld,DNJournal
Cannabis.ch,33170,6/8/22,Sedo,.ch,brand,1,8,2022,cctld,DNJournal
LasVegas.in,30000,8/3/22,Sedo,.in,travel,2,8,2022,cctld,DNJournal
Pock.et,30000,3/2/22,Domain Hacks dba Nam.es,.et,short,1,4,2022,cctld,DNJournal
Broadcast.co,28500,2/16/22,Sedo,.co,brand,1,9,2022,cctld,DNJournal
Pagoda.co,27500,1/19/22,Sedo,.co,brand,1,6,2022,cctld,DNJournal
SCP.eu,27225,10/5/22,Sedo,.eu,short,1,3,2022,cctld,DNJournal
Scalar.de,26750,12/14/22,Sedo,.de,brand,1,6,2022,cctld,DNJournal
Heizungen.de,26000,11/16/22,Sedo,.de,brand,1,9,2022,cctld,DNJournal
Gene.ai,25500,8/17/22,Sedo,.ai,short,1,4,2022,cctld,DNJournal
WMX.co,25000,11/30/22,Buzzoo,.co,short,1,3,2022,cctld,DNJournal
ITJobs.tw,25000,7/6/22,Sedo,.tw,brand,1,6,2022,cctld,DNJournal
Highlight.io,25000,6/22/22,Garage.ist,.io,brand,1,9,2022,cctld,DNJournal
DL.de,24300,1/12/23,Sedo,.de,short,1,2,2022,cctld,DNJournal
Prezzogiusto.it,24300,1/12/23,Sedo,.it,brand,1,12,2022,cctld,DNJournal
Tipps.de,23100,3/16/22,Sedo,.de,brand,1,5,2022,cctld,DNJournal
Law.co,22500,8/17/22,Sedo,.co,legal,1,3,2022,cctld,DNJournal
Antelope.io,22200,6/22/22,Sedo,.io,brand,1,8,2022,cctld,DNJournal
Muse.me,21800,4/11/22,Sedo,.me,short,1,4,2022,cctld,DNJournal
Game.co,21486,12/14/22,Sedo,.co,short,1,4,2022,cctld,DNJournal
Marathon.de,21400,5/25/22,Sedo,.de,brand,1,8,2022,cctld,DNJournal
Deals.de,21200,4/27/22,Sedo,.de,commerce,1,5,2022,cctld,DNJournal
Verkaufen.de,20600,11/30/22,Sedo,.de,brand,1,9,2022,cctld,DNJournal
Arbor.co,20000,12/28/22,MagnumDomains,.co,brand,1,5,2022,cctld,DNJournal
Organica.so,20000,12/28/22,MagnumDomains,.so,brand,1,8,2022,cctld,DNJournal
Unitary.io,20000,12/14/22,Sedo,.io,brand,1,7,2022,cctld,DNJournal
IT.com.br,20000,9/21/22,Pvt Sale,.com.br,short,1,2,2022,cctld,DNJournal
Rise.in,20000,9/21/22,DaaZ,.in,short,1,4,2022,cctld,DNJournal
Prom.io,20000,6/8/22,MrPremium.com,.io,short,1,4,2022,cctld,DNJournal
STM.co,20000,5/11/22,MagnumDomains,.co,short,1,3,2022,cctld,DNJournal
Apes.io,20000,2/2/22,MrPremium.com,.io,short,1,4,2022,cctld,DNJournal
Dash.com.au,20000,2/2/22,Sedo,.com.au,short,1,4,2022,cctld,DNJournal
TEZ.co,19888,3/2/22,Sedo,.co,short,1,3,2022,cctld,DNJournal
Sowieso.de,19800,11/3/22,Sedo,.de,brand,1,7,2022,cctld,DNJournal
Hoy.tv,19500,5/11/22,GoDaddy,.tv,short,1,3,2022,cctld,DNJournal
ET.uk,18960,9/21/22,Andy.co.uk/Dan.com,.uk,short,1,2,2022,cctld,DNJournal
Kochbuch.de,18921,12/28/22,Sedo,.de,brand,1,8,2022,cctld,DNJournal
Hilfsmittel.de,17777,9/21/22,Sedo,.de,brand,1,11,2022,cctld,DNJournal
Harbor.co,17500,1/12/23,Sedo,.co,brand,1,6,2022,cctld,DNJournal
PV.tv,17500,7/20/22,GoDaddy,.tv,short,1,2,2022,cctld,DNJournal
DB.co,17500,6/8/22,Sedo,.co,short,1,2,2022,cctld,DNJournal
LiveSport.com.br,17100,2/16/22,Sedo,.com.br,brand,2,9,2022,cctld,DNJournal
Wardrobes.co.uk,17000,5/25/22,Sedo,.co.uk,brand,1,9,2022,cctld,DNJournal
Loca.ca,16850,5/25/22,Pvt Sale,.ca,short,1,4,2022,cctld,DNJournal
VK.de,16800,12/28/22,Sedo,.de,short,1,2,2022,cctld,DNJournal
GiftCard.in,16500,9/9/22,Premium.in,.in,finance,2,8,2022,cctld,DNJournal
Aprende.es,15749,5/11/22,Sedo,.es,brand,1,7,2022,cctld,DNJournal
Astrologie.fr,15600,11/16/22,Sedo,.fr,brand,1,10,2022,cctld,DNJournal
Rehab.ai,15204,2/17/25,Brands.io,.ai,health,1,5,2022,cctld,DNJournal
OpenLearning.in,15000,9/21/22,AscendDomains/DaaZ,.in,education,2,12,2022,cctld,DNJournal
IMPFCheck.de,15000,9/9/22,Sedo,.de,brand,1,9,2022,cctld,DNJournal
Colours.tv,15000,8/3/22,Afternic,.tv,brand,1,7,2022,cctld,DNJournal
Design.ae,15000,7/20/22,Sedo,.ae,brand,1,6,2022,cctld,DNJournal
Gara.ge,15000,4/11/22,Sedo,.ge,short,1,4,2022,cctld,DNJournal
S7.io,15000,3/30/22,Sedo,.io,short,1,2,2022,cctld,DNJournal
Superglue.io,15000,3/16/22,Christian Calvin,.io,brand,1,9,2022,cctld,DNJournal
Art.us,15000,3/2/22,Sedo,.us,short,1,3,2022,cctld,DNJournal
Descontos.com.br,15000,2/2/22,Sedo,.com.br,brand,1,9,2022,cctld,DNJournal
Lebo.tv,14998,7/6/22,Dynadot,.tv,short,1,4,2022,cctld,DNJournal
Appointments.co,14850,12/28/22,MagnumDomains,.co,tech,1,12,2022,cctld,DNJournal
Bank.es,14850,10/19/22,Sedo,.es,finance,1,4,2022,cctld,DNJournal
Testimonial.de,14790,7/6/22,Sedo,.de,brand,1,11,2022,cctld,DNJournal
Sudoku.de,14690,2/2/22,Sedo,.de,brand,1,6,2022,cctld,DNJournal
NGE.ca,14432,11/30/22,ExcellentDomains.ca,.ca,short,1,3,2022,cctld,DNJournal
Parrot.co,14375,11/3/22,Sedo,.co,brand,1,6,2022,cctld,DNJournal
SexShop.at,14040,1/12/23,Sedo,.at,commerce,2,7,2022,cctld,DNJournal
Pixels.xyz,74988,6/8/22,Swetha.xyz,.xyz,brand,1,6,2022,non_com_gtld,DNJournal
HomePage.xyz,60000,4/27/22,Swetha.xyz,.xyz,brand,2,8,2022,non_com_gtld,DNJournal
Collab.org,60000,3/2/22,MrPremium.com,.org,brand,1,6,2022,non_com_gtld,DNJournal
Best.casino,60000,2/16/22,Sedo,.casino,short,1,4,2022,non_com_gtld,DNJournal
Fortress.xyz,59888,3/30/22,Swetha.xyz,.xyz,brand,1,8,2022,non_com_gtld,DNJournal
Artemis.xyz,53899,3/30/22,Swetha.xyz,.xyz,brand,1,7,2022,non_com_gtld,DNJournal
Pluto.xyz,50904,3/30/22,Swetha.xyz,.xyz,brand,1,5,2022,non_com_gtld,DNJournal
Keys.xyz,50000,9/9/22,Swetha.xyz,.xyz,short,1,4,2022,non_com_gtld,DNJournal
Galileo.net,50000,8/17/22,Afternic,.net,brand,1,7,2022,non_com_gtld,DNJournal
Algo.xyz,50000,3/30/22,Sedo,.xyz,short,1,4,2022,non_com_gtld,DNJournal
Mystic.xyz,50000,3/30/22,Swetha.xyz,.xyz,brand,1,6,2022,non_com_gtld,DNJournal
Filter.org,50000,2/2/22,Sedo,.org,brand,1,6,2022,non_com_gtld,DNJournal
MetaData.xyz,49888,2/2/22,Swetha.xyz,.xyz,tech,2,8,2022,non_com_gtld,DNJournal
Wallet.one,49000,8/3/22,Sedo,.one,crypto,1,6,2022,non_com_gtld,DNJournal
MMA.bet,48000,4/27/22,Media Code LLC,.bet,short,1,3,2022,non_com_gtld,DNJournal
UTN.net,45000,3/30/22,Sedo,.net,short,1,3,2022,non_com_gtld,DNJournal
CasinoApps.org,42500,5/11/22,Sedo,.org,finance,2,10,2022,non_com_gtld,DNJournal
A.game,40888,12/14/22,Sedo,.game,short,1,1,2022,non_com_gtld,DNJournal
Kinetic.xyz,40000,8/3/22,Swetha.xyz,.xyz,brand,1,7,2022,non_com_gtld,DNJournal
Chroma.xyz,40000,11/30/22,Swetha.xyz,.xyz,brand,1,6,2022,non_com_gtld,DNJournal
Lore.xyz,40000,11/30/22,Swetha.xyz,.xyz,short,1,4,2022,non_com_gtld,DNJournal
Evaluate.xyz,39888,7/20/22,Swetha.xyz,.xyz,brand,1,8,2022,non_com_gtld,DNJournal
Taiko.xyz,39888,6/8/22,Swetha.xyz,.xyz,ai,1,5,2022,non_com_gtld,DNJournal
Bebop.xyz,39888,5/25/22,Swetha.xyz,.xyz,brand,1,5,2022,non_com_gtld,DNJournal
Territory.xyz,39888,5/25/22,Swetha.xyz,.xyz,brand,1,9,2022,non_com_gtld,DNJournal
Mural.xyz,39888,2/16/22,Swetha.xyz,.xyz,brand,1,5,2022,non_com_gtld,DNJournal
VIP.org,36888,6/22/22,NameJet,.org,short,1,3,2022,non_com_gtld,DNJournal
FTP.org,35000,12/28/22,Sedo,.org,short,1,3,2022,non_com_gtld,DNJournal
Mew.xyz,35000,10/19/22,Swetha.xyz,.xyz,short,1,3,2022,non_com_gtld,DNJournal
Roundtable.xyz,35000,5/25/22,Swetha.xyz,.xyz,brand,1,10,2022,non_com_gtld,DNJournal
PFP.xyz,34999,5/11/22,DomainBooth/Sedo,.xyz,short,1,3,2022,non_com_gtld,DNJournal
AN.net,33000,11/3/22,Sedo,.net,short,1,2,2022,non_com_gtld,DNJournal
KidneyUrology.org,32000,5/11/22,NameJet,.org,brand,2,13,2022,non_com_gtld,DNJournal
Push.org,31868,8/3/22,Sedo,.org,short,1,4,2022,non_com_gtld,DNJournal
Cloud-Hosting.blog,30600,8/3/22,Sedo,.blog,tech,2,13,2022,non_com_gtld,DNJournal
Hosting-Cloud.blog,30600,8/3/22,Sedo,.blog,tech,2,13,2022,non_com_gtld,DNJournal
Reflect.net,29998,12/28/22,LegalBrandMarketing,.net,brand,1,7,2022,non_com_gtld,DNJournal
Anagram.xyz,29888,4/27/22,Swetha.xyz,.xyz,brand,1,7,2022,non_com_gtld,DNJournal
Otherside.xyz,29888,3/30/22,Swetha.xyz,.xyz,brand,1,9,2022,non_com_gtld,DNJournal
Parametric.xyz,29888,3/2/22,Swetha.xyz,.xyz,brand,1,10,2022,non_com_gtld,DNJournal
Parasol.xyz,29888,2/16/22,Swetha.xyz,.xyz,brand,1,7,2022,non_com_gtld,DNJournal
Kylin.xyz,28394,4/27/22,Swetha.xyz,.xyz,brand,1,5,2022,non_com_gtld,DNJournal
Redeem.xyz,28000,7/6/22,Swetha.xyz,.xyz,brand,1,6,2022,non_com_gtld,DNJournal
Campground.xyz,27888,1/19/22,Swetha.xyz/Afternic,.xyz,travel,1,10,2022,non_com_gtld,DNJournal
Kindred.xyz,27888,1/19/22,Swetha.xyz,.xyz,brand,1,7,2022,non_com_gtld,DNJournal
Equation.org,26250,9/9/22,Sedo,.org,tech,1,8,2022,non_com_gtld,DNJournal
Power.org,26000,1/19/22,SnapNames,.org,brand,1,5,2022,non_com_gtld,DNJournal
Omni.app,25000,7/6/22,Sedo,.app,short,1,4,2022,non_com_gtld,DNJournal
HD.today,25000,6/22/22,Sedo,.today,short,1,2,2022,non_com_gtld,DNJournal
Joy.xyz,25000,4/27/22,Bassir.io,.xyz,short,1,3,2022,non_com_gtld,DNJournal
QR.code,24999,9/21/22,Sedo,.code,short,1,2,2022,non_com_gtld,DNJournal
Affinity.xyz,24999,5/11/22,DNZodiac,.xyz,brand,1,8,2022,non_com_gtld,DNJournal
Mythic.xyz,24980,3/30/22,Lumis,.xyz,brand,1,6,2022,non_com_gtld,DNJournal
DV.net,24900,3/2/22,Sedo,.net,short,1,2,2022,non_com_gtld,DNJournal
Seda.xyz,24750,10/29/22,Sedo,.xyz,short,1,4,2022,non_com_gtld,DNJournal
Singular.xyz,24500,8/17/22,Swetha.xyz,.xyz,brand,1,8,2022,non_com_gtld,DNJournal
AdsMeda.xyz,24000,10/19/22,Dyandot,.xyz,brand,2,7,2022,non_com_gtld,DNJournal
SmartContracts.dev,24000,4/11/22,Media Code LLC,.dev,brand,2,14,2022,non_com_gtld,DNJournal
NOS.org,22379,4/11/22,Sedo,.org,short,1,3,2022,non_com_gtld,DNJournal
PP.org,21000,3/16/22,Sedo,.org,short,1,2,2022,non_com_gtld,DNJournal
Treatment.org,20500,2/16/22,NameJet,.org,brand,1,9,2022,non_com_gtld,DNJournal
AspergersSyndrome.org,20222,10/19/22,NameJet,.org,brand,2,17,2022,non_com_gtld,DNJournal
Fashion.net,20000,11/16/22,Sedo,.net,tech,1,7,2022,non_com_gtld,DNJournal
Psychedelic.xyz,20000,8/3/22,Swetha.xyz,.xyz,brand,1,11,2022,non_com_gtld,DNJournal
5G.org,20000,3/16/22,Sedo,.org,short,1,2,2022,non_com_gtld,DNJournal
Founder.xyz,20000,1/19/22,Sedo,.xyz,brand,1,7,2022,non_com_gtld,DNJournal
Bailout.xyz,19888,5/11/22,Swetha.xyz,.xyz,ai,1,7,2022,non_com_gtld,DNJournal
LeonardoDiCaprio.org,19500,10/19/22,NameJet,.org,tech,3,16,2022,non_com_gtld,DNJournal
NGO.org,19001,10/19/22,SnapNames,.org,short,1,3,2022,non_com_gtld,DNJournal
3G.org,19000,6/22/22,Sedo,.org,short,1,2,2022,non_com_gtld,DNJournal
Creator.app,19000,4/27/22,Sedo,.app,brand,1,7,2022,non_com_gtld,DNJournal
IBRInfo.org,18600,4/27/22,SAV.com,.org,brand,1,7,2022,non_com_gtld,DNJournal
LetItBit.net,18240,9/21/22,SnapNames,.net,brand,3,8,2022,non_com_gtld,DNJournal
Capital.club,18000,9/9/22,GoDaddy,.club,finance,1,7,2022,non_com_gtld,DNJournal
Originals.xyz,18000,1/19/22,Swetha.xyz/Afternic,.xyz,brand,1,9,2022,non_com_gtld,DNJournal
PC.org,17050,3/16/22,Sedo,.org,short,1,2,2022,non_com_gtld,DNJournal
Trellis.xyz,17000,10/19/22,Swetha.xyz,.xyz,brand,1,7,2022,non_com_gtld,DNJournal
ETH.ceo,17000,3/2/22,DomainRetail.com/ DAN.com,.ceo,crypto,1,3,2022,non_com_gtld,DNJournal
UANews.org,16500,8/17/22,NameJet,.org,brand,1,6,2022,non_com_gtld,DNJournal
Spain.net,15999,12/28/22,Sedo,.net,ai,1,5,2022,non_com_gtld,DNJournal
Print.app,15900,4/27/22,Sedo,.app,brand,1,5,2022,non_com_gtld,DNJournal
Reg.org,15088,5/11/22,NameJet,.org,short,1,3,2022,non_com_gtld,DNJournal
VPN.group,15000,5/11/22,MagnunDomains,.group,short,1,3,2022,non_com_gtld,DNJournal
CityOfSeattle.net,15000,2/16/22,NameJet,.net,brand,3,13,2022,non_com_gtld,DNJournal
GR.biz,15000,2/16/22,Sedo,.biz,short,1,2,2022,non_com_gtld,DNJournal
IN.biz,15000,2/2/22,GoDaddy Registry,.biz,short,1,2,2022,non_com_gtld,DNJournal
Evermore.xyz,14888,9/21/22,Swetha.xyz/Afternic,.xyz,brand,1,8,2022,non_com_gtld,DNJournal
Overlord.xyz,14888,8/17/22,Swetha.xyz,.xyz,brand,1,8,2022,non_com_gtld,DNJournal
Boolean.xyz,14888,8/3/22,Sedo,.xyz,brand,1,7,2022,non_com_gtld,DNJournal
Conviction.xyz,14888,7/6/22,Sedo,.xyz,tech,1,10,2022,non_com_gtld,DNJournal
Croissant.xyz,14888,6/8/22,Swetha.xyz,.xyz,brand,1,9,2022,non_com_gtld,DNJournal
Beem.xyz,14888,1/19/22,Sedo,.xyz,short,1,4,2022,non_com_gtld,DNJournal
